StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Q62,Q57,g_writing,Q59_First Click,Q59_Last Click,Q59_Page Submit,Q59_Click Count,g_manip_check_1,g_manip_check_2,g_manip_check_3,g_manip_check_DO_1,g_manip_check_DO_2,g_manip_check_DO_3,elevation_1,elevation_2,elevation_3,elevation_4,elevation_5,elevation_6,elevation_DO_1,elevation_DO_2,elevation_DO_3,elevation_DO_4,elevation_DO_5,elevation_DO_6,DV1_1,DV1_2,DV1_DO_1,DV1_DO_2,c_writing,Q61_First Click,Q61_Last Click,Q61_Page Submit,Q61_Click Count,c_manip_check_1,c_manip_check_2,c_manip_check_3,c_manip_check_DO_1,c_manip_check_DO_2,c_manip_check_DO_3,fatigue_1,fatigue_2,fatigue_3,fatigue_4,fatigue_5,fatigue_6,fatigue_7,fatigue_8,fatigue_9,fatigue_DO_1,fatigue_DO_2,fatigue_DO_3,fatigue_DO_4,fatigue_DO_5,fatigue_DO_6,fatigue_DO_7,fatigue_DO_8,fatigue_DO_9,desire_predict_1,desire_predict_2,desire_predict_3,desire_predict_4,desire_predict_5,desire_predict_6,desire_predict_7,desire_predict_8,desire_predict_DO_1,desire_predict_DO_2,desire_predict_DO_3,desire_predict_DO_4,desire_predict_DO_5,desire_predict_DO_6,desire_predict_DO_7,desire_predict_DO_8,emotion,cond,FL_6_DO_FL_56,FL_6_DO_FL_52,FL_6_DO_FL_53,FL_6_DO_FL_57,FL_37_DO_DV1Elevation,FL_37_DO_DV2Empathicconcern,FL_42_DO_DV1fatigue,FL_42_DO_DV2Predictability,TWIN_ID
5/29/2025 21:03,5/29/2025 21:09,100,333,1,5/29/2025 21:09,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Last year there was a hurricane still far away but headed my way. As I started to board up the house, I realized that I would not be able to complete this myself.",25.022,147.982,147.984,2,6,5,6,2,1,3,3,3,6,4,4,1,3,3,6,8,5,9,3,7,4,6,2,1,2,4,5,3,2,6,6,6,4,2,3,8,7,6,1,5,in_control,prime,1,,,,,,2,1,1112
5/29/2025 16:21,5/29/2025 16:28,100,391,1,5/29/2025 16:28,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"One of my neighbors had a drug-related mental health crisis that resulted in him throwing bottles at my home. The security guards in my neighborhood called the police. When the officer came, the culprit lied to the officer and somehow blamed it on me. Because the perp and officer were both Han Asian, they ganged up on me. It was very frustrating, because I've paid a lot of taxes over my lifetime, and this low-IQ police officer sides with a drug addict, because they're of the same race. It really made me hate cops, even more than I already did. They're overpaid, stupid, racist, violent, and lazy. I didn't even want to ca",5.691,5.691,199.997,1,5,5,5,3,2,1,5,1,6,1,2,1,4,3,1,3,6,2,8,5,7,4,9,1,3,3,4,1,5,5,6,3,6,5,7,1,3,2,4,8,in_control,prime,1,,,,,,1,2,1114
5/29/2025 17:36,5/29/2025 17:43,100,430,1,5/29/2025 17:43,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"My son was using a knife to cut a tomato, but the knife slipped and instead he cut his finger really bad. He was erratic and panicky, and passed out, but I calmly cleaned the cut, put some ointment on the cut and wrapped it up for him. It healed and he",33.279,181.25,200.007,7,3,7,6,1,2,3,1,3,7,1,1,1,3,2,4,6,2,5,7,3,8,4,9,1,2,4,3,4,5,5,5,4,8,4,3,5,2,6,1,7,in_control,control,,1,,,,,2,1,1115
6/3/2025 13:54,6/3/2025 14:09,100,867,1,6/3/2025 14:09,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I had a student start teaching martial arts material without my consent in the middle of class. I assign students to help out our beginners, and this one student decided to grab a couple of students and show them material that I didn't authorize her to teach. I was very upset and felt like the student was stepping on my toes. I intervened and asked the student not to show this material without my consent.",7.226,124.374,124.385,2,6,7,6,3,1,2,3,5,6,5,2,1,2,1,6,6,1,4,5,3,7,2,8,9,3,6,5,3,3,6,6,6,1,2,5,7,4,6,8,3,in_control,prime,1,,,,,,1,2,1117
5/30/2025 11:45,5/30/2025 11:55,100,598,1,5/30/2025 11:55,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I felt in control when I was studying for all my exams on different days because they were coming up next week. I was in college I never had so much motivation and discipline I just had their energy at the time. In this situation my discipline was present because I did not wait till the weekend right before the exams and I didn't play video games distract me.
",87.108,163.938,200.01,12,3,5,5,1,3,2,2,4,4,2,4,3,2,3,3,8,2,3,5,6,4,9,1,7,4,2,5,3,3,5,6,3,5,2,7,4,8,1,3,6,in_control,control,,1,,,,,1,2,1122
5/29/2025 22:07,5/29/2025 22:15,100,460,1,5/29/2025 22:15,4,I will not use AI to answer this study.,,,,,,,,,,,,,,,,,,,,,,,,,,,,My huband webt to er and he was on deaths door they were transferring him to a hospital with an ICU and I had no say where the heck he went.,19.027,123.574,123.577,2,5,7,7,2,1,3,6,7,6,6,2,1,1,6,6,4,3,9,5,2,8,1,6,7,4,4,3,5,5,4,5,4,2,8,5,6,7,4,1,3,in_control,prime,1,,,,,,2,1,1126
5/30/2025 14:59,5/30/2025 15:06,100,407,1,5/30/2025 15:06,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"My boyfriend and I had a trip planned to visit my family on May  My boyfriend was buying a car and for weeks he was going back and forth with his bank and the dealership. His bank kept changing the interest rates that they were giving him and he needed the loan to buy the new car. After that was all settled, he was finally ready to go to the dealership. He showed up and they said they didn't have the check. He didn't have it either. After a phone call, his bank said they would overnight ship it. They did but it was a long weekend becuase of Memorial Day so the check didn't get there til Tuesday. Tuesday came and he called. They couldn't find the check. But it was signed for. No one at the dealership recognized the name of the person who signed it. So he had to wait even longer.",24.216,198.086,200.008,5,1,2,2,2,3,1,3,1,7,2,2,1,1,5,5,3,8,1,9,6,7,4,2,5,1,5,7,1,1,7,2,7,5,8,1,7,2,6,3,4,in_control,prime,1,,,,,,1,2,1128
5/29/2025 17:24,5/29/2025 17:27,100,212,1,5/29/2025 17:27,4,I will not use AI to answer this survey,I had to move in a short amount of time and needed help setting up a huge garage sale. I had a couple of friends help me sort and price the items and conduct the sale. I was very grateful for their help cause I couldn't have done it alone.,1.356,121.088,121.095,2,6,6,6,2,1,3,3,4,3,4,4,5,3,1,4,2,5,6,3,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,2,1,,,1129
5/30/2025 11:41,5/30/2025 11:45,100,232,1,5/30/2025 11:45,4,I will not use AI to answer this survey,"For my morning routine, I get out of bed typically a little late. I walk in my basement for about 20-30 minutes to get some exercise in. Once I'm done, I hop in the shower. After my shower, I make breakfast, which is typically a protein shake. After that, I go into my bedroom and change into my outfit for the day. Once all that is completed, I brush and floss my teeth. Typically after that I'd go to work or just proceed with housework, whatever I have on my schedule for that day.",2.725,128.573,128.575,2,5,5,5,2,3,1,5,5,5,3,6,6,1,4,3,6,2,5,7,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,1130
5/29/2025 16:18,5/29/2025 16:23,100,279,1,5/29/2025 16:23,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,I had a friend who had a medical emergency and I drove them to the hospital.  It felt good to be helpful and feel like they knew I cared about their life.,13.051,122.794,122.805,2,4,5,4,1,3,2,2,4,7,4,5,2,5,2,5,1,4,2,6,8,5,3,9,7,3,6,6,3,1,6,6,7,4,1,6,3,7,2,8,5,in_control,control,,1,,,,,2,1,1132
5/29/2025 17:30,5/29/2025 17:37,100,371,1,5/29/2025 17:37,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,My son was very upset about something and was venting onme.  I maintained a very calm and non responsive attitude .   He soon realized that his reaction to me was not approriate and stopped and said he was sorry.  I felt in control of the situation by  no being reactive. ,23.11,129.342,129.345,2,3,3,6,1,2,3,2,2,6,1,3,1,4,4,5,6,7,9,5,3,2,8,1,4,2,5,6,3,3,6,4,7,6,7,8,2,5,3,4,1,in_control,control,,1,,,,,1,2,1133
5/29/2025 17:39,5/29/2025 17:44,100,289,1,5/29/2025 17:44,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,Just the other day when I didn't have anything needed to explain why I was acting the way I was acting. Being autistic I often get overwhelmed by things and if I feel I don't have any control over the situation I tend to act out in various ways as was the case when I was having an asthma attack.,1.324,122.745,122.747,2,5,5,3,3,2,1,2,4,6,5,5,2,2,1,2,4,1,5,8,6,2,9,7,3,2,6,7,1,2,4,6,7,7,3,6,4,2,8,5,1,in_control,prime,1,,,,,,1,2,1136
5/30/2025 11:28,5/30/2025 11:36,100,458,1,5/30/2025 11:36,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I participate in many Prolific studies. Most of them work out well, but occasionally I get screened out. Once, I was asked to return a study. I thought about it, and realized I don't want to take money from researchers if they don't feel my submissions are usable. I value my time, but I only risk a little at a time by",65.85,73.414,200.006,4,5,5,5,2,3,1,5,5,5,5,5,3,4,3,5,5,6,7,3,2,9,4,8,1,3,5,5,4,4,5,5,5,7,6,2,4,3,8,5,1,in_control,control,,1,,,,,2,1,1141
5/29/2025 16:21,5/29/2025 16:27,100,359,1,5/29/2025 16:27,4,I will not use AI to answer this survey,I have a friend that always helps me out no matter what. I found out not that long ago that I have stage 4 matastic cancer and I've had a lot of trouble paying for the things my insurance doesn't cover. Whenever I need a loan my friend never says no and I'm ,10.622,101.519,200.002,5,6,6,6,1,2,3,6,5,2,5,4,3,1,3,5,4,6,2,1,5,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,1142
6/2/2025 15:01,6/2/2025 15:06,100,271,1,6/2/2025 15:06,4,I will not use AI to answer this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A friend had an emergency and needed someone to watch his dog for 24 hours. She is a small and well-trained dog and she gets along fine with my dog. However, as soon as she arrived at our house she began marking on my dog's bedding and on our floor. It was stressful as I had no control over the situation, other than to try and move all my dog's bedding and clean up after her. I felt frustrated, worried, and unhappy. I also had to crate the guest dog, and that made me feel guilty as well.",2.938,121.232,121.244,4,4,5,6,1,2,3,2,6,6,1,1,1,4,5,1,4,2,1,6,5,3,8,7,9,2,5,6,3,3,7,6,4,4,8,5,2,6,1,3,7,in_control,prime,1,,,,,,2,1,1143
5/30/2025 8:10,5/30/2025 8:16,100,345,1,5/30/2025 8:16,4,I will not use AI to answer this survey,it was when me and my wife just met and i was in a financial rut but she didn't mind assisting  me i was very grateful,6.436,134.138,134.156,5,5,5,5,3,2,1,5,5,5,5,5,5,6,4,5,2,1,3,4,4,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,1144
5/29/2025 16:28,5/29/2025 16:32,100,281,1,5/29/2025 16:32,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,once my dog fell ill. he hadn't eaten for a week and kept throwing up any water i gave him. it was very sad. i felt hopeless so i tried to regain control by searching for remedies. i found one but it still wasn't a guaranteed fix. it was sad to know that i had no direct control. luckily the remedy worked.,1.153,162.984,162.986,9,6,4,4,1,2,3,1,1,7,1,3,1,1,1,1,7,2,8,3,9,6,4,1,5,4,4,4,4,5,1,7,4,2,7,5,4,8,3,1,6,in_control,prime,1,,,,,,1,2,1146
5/30/2025 14:14,5/30/2025 14:19,100,267,1,5/30/2025 14:19,4, will not use AI to answer this survey,"Just last month, I had to order a sheet of custom-cut acrylic to repair a window that had been shot out with a pellet rifle. The sheet showed up and I put it aside until I had free time, which turned into two weeks. When I opened the package, I could see it had been dropped on a corner and had a huge crack in it. I was worried because the policy was that all ",12.687,176.193,200.011,9,4,4,4,1,3,2,4,4,4,4,4,4,2,6,5,3,1,4,6,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,1147
5/29/2025 16:52,5/29/2025 16:55,100,184,1,5/29/2025 16:55,4,I will not use AI to answer this survey,"My morning routine starts with selecting what clothes I am going to wear for the day. Next, I go to the bathroom and brush my teeth while starting the shower. After brushing my teeth, I take a shower and brush my hair. Finally, I sometimes will eat breakfast if I am hungry in the morning but most of the time I just continue with my day.",1.875,127.394,127.408,2,4,4,4,1,2,3,5,3,5,3,5,5,3,1,4,5,2,6,6,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,1,2,,,1149
5/29/2025 16:57,5/29/2025 17:00,100,218,1,5/29/2025 17:00,4,I will not use AI to answer this survey,"I had a customer who could not afford my service, my boss allowed me to service this home at no charge.  The customer cried with joy.",20.102,131.275,131.278,2,5,5,6,3,1,2,4,5,5,4,4,5,3,2,4,5,6,1,3,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,2,1,,,1151
5/31/2025 19:34,5/31/2025 19:39,100,305,1,5/31/2025 19:39,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"This just happened to me at work! I was repeatedly harassed by a member of the public who has issues with my boss. My boss chooses to hide away and leaves me to deal with the fallout. This person keeps coming into my office and making all sorts of claims like I'm not in the office whenever he comes by and that he has ""proof."" It is extremely unsettling and makes me feel uncomfortable and unprotected at work. It also makes me angry becaus this has appndd multipl tims and my boss dos nothing a",34.338,181.931,200.007,6,2,2,5,2,1,3,7,2,6,3,2,1,1,4,1,7,4,8,2,5,6,1,3,9,2,2,3,4,6,4,3,3,2,8,3,4,1,6,5,7,in_control,prime,1,,,,,,2,1,1153
6/5/2025 21:38,6/5/2025 21:44,100,348,1,6/5/2025 21:44,4,I will not use AI to answer this survey,"First I stretched in bed to avoid leg cramps later, then I peed, then I washed my hands, brushed my teeth, took my meds, and then took a shower.  After my shower, I got dressed and went to work.  All went well.",3.008,122.992,122.994,4,6,6,6,3,2,1,6,6,5,5,6,6,3,2,6,5,4,1,7,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,1155
5/29/2025 16:17,5/29/2025 16:23,100,315,1,5/29/2025 16:23,4,"""I will not use AI to answer this survey""","I've been working on a rental lately and it's taking all my time, because I'm getting ready to sell it. One thing that slows me down from getting things done inside is the yard work. The neighbor lady did it for me. It wasn't that bad and I never mentioned it to her. I was so happy and told her so",8.562,172.394,200.039,11,7,7,7,3,1,2,7,6,5,5,5,5,1,6,4,5,3,2,7,7,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,1157
5/29/2025 16:23,5/29/2025 16:30,100,429,1,5/29/2025 16:30,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,my basement was had water running leaking from the pipes very excessively and some water was leaking near my circuit breaker box so i put on some rubber gloves and cut the power off on the box and ,13.877,13.877,200.011,1,6,4,5,3,2,1,2,3,5,4,2,1,3,5,5,3,4,7,1,5,8,2,6,9,2,6,6,2,2,5,5,6,6,7,8,3,1,4,2,5,in_control,control,,1,,,,,2,1,1158
6/5/2025 12:51,6/5/2025 12:57,100,359,1,6/5/2025 12:57,4,I will not use AI to answer this survey,I had someone who is a frend lend me $400.00 dollars when I really needed it and when I went to pay them back They insisted I didnt pay them back and told me to consider it my Birthday present. I thought that was so kind of them to do. I am of course st,31.502,31.502,200.009,1,7,7,7,2,3,1,7,7,7,7,7,7,6,2,1,4,3,5,6,7,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,1,2,,,1161
5/31/2025 16:59,5/31/2025 17:04,100,306,1,5/31/2025 17:04,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,I was driving on a snowy road. The road dipped steeply towards an intersection that was busy. Suddenly I had no control over the vehicle as it was on ice. I put my hand on the horn and kept it there as I approached the intersection. I was lucky and wasn't hit.,6.061,138.192,138.195,2,6,5,4,3,1,2,1,1,6,1,2,1,4,5,5,9,7,4,8,5,6,2,1,3,4,5,3,6,6,4,6,3,8,5,3,4,7,2,1,6,in_control,prime,1,,,,,,1,2,1164
5/30/2025 12:01,5/30/2025 12:05,100,217,1,5/30/2025 12:05,4,I will not use AI to answer this survey,"I wake up and oil pull with coconut oil for a few minutes. Then I brush my teeth and wash my face. After that, I will get dressed and do my hair and skincare routine. I will then make my bed and make breakfast. I will usually watch a show while I eat my breakfast. After breakfast, if I have time, I will try to read for a little bit. Then I will usually do some kind of workout for about an hour. After that, I start work. ",5.86,136.707,136.727,4,6,6,6,3,2,1,4,5,5,5,5,6,1,5,2,4,6,3,4,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,control,,,,1,2,1,,,1166
5/29/2025 16:50,5/29/2025 16:54,100,254,1,5/29/2025 16:54,4,I will not use AI to answer this survey,"I appreciated a loan from a family member when I was short on funds and needed new tires. I was on an out-of-state trip at the time, and the help made things significantly easier for me.",3.041,121.094,121.101,4,5,5,5,2,3,1,5,5,5,5,6,6,1,5,6,3,2,4,6,6,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,gratitude,prime,,,1,,2,1,,,1168
5/29/2025 17:12,5/29/2025 17:19,100,378,1,5/29/2025 17:19,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,Something I had no control over is when my sister bought security camera's for the house. I think the salesman was very good at his job. I knew I would not be able to sway her because for some reasoon she thinks our house needs them. Our neighborhood is pretty good other than a few homeless people walking by time to time. I think its a waste of 80 dollars a month and kind of an invasion of privacy. ,1.28,198.158,200.011,2,5,4,5,2,3,1,3,2,7,6,3,1,4,4,5,8,4,3,9,2,1,5,7,6,4,4,6,5,3,2,6,6,5,2,1,4,7,3,8,6,in_control,prime,1,,,,,,2,1,1171
5/29/2025 17:18,5/29/2025 17:23,100,299,1,5/29/2025 17:23,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,One time my friend and I got lost on a hike towards the end. It was starting to get dark and we had missed a turn.  We remembered seeing a couple about 10 min prior who were headed the same direction as us (but they took the correct turn apparently).  We started yelling help and they answered us and we were following their voices. We headed back the other way and found where we had made the mistake.,8.262,131.871,131.879,2,1,4,2,1,2,3,2,3,6,5,4,2,3,4,4,4,9,8,6,2,7,3,1,5,4,3,4,4,2,2,4,3,6,7,2,1,4,5,8,3,in_control,control,,1,,,,,1,2,1173
5/29/2025 21:42,5/29/2025 21:47,100,284,1,5/29/2025 21:47,4,I will not use AI to answer this survey.,,,,,,,,,,,,,,,,,,,,,,,,,,,,"I don't have control over my upstairs neighbors and how filthy they are. They have two dogs they refuse to potty train, and today, the smell was overwhelming. I was very nauseated from it. I've complained to them and the landlord, but nothing is done. So I feel pretty hopeless, angry, and thoroughly disgusted at times. I keep hoping I can move, but finances prevent me from doing so. Thus, lack of finances is also out of my control. I try to be optimistic about it. At least it's not a 24/7 stench. ",16.072,123.382,123.385,2,4,2,5,3,1,2,6,1,7,1,1,1,1,4,1,9,7,1,4,2,8,6,3,5,1,7,7,3,2,7,5,6,1,2,3,8,6,5,4,7,in_control,prime,1,,,,,,2,1,1174
5/29/2025 18:06,5/29/2025 18:11,100,309,1,5/29/2025 18:11,4,I will not use AI to answer this survey,,,,,,,,,,,,,,,,,,,,,,,,,,,,"My daughter wanted a friend to come over to visit today and she asked if it was ok if we went to pick her up. I told her to give me a few minutes while I thought about it. I drank my morning coffee while thinking about whether or not I wanted to go get her, since I was in control of the answer the decision was up to me. I decided to say yes and told her we would go pick her up in fifteen minutes since when we left was also up to me. It feels nice to be able to be in control of things that relate to my day. ",13.157,153.494,153.5,4,6,6,6,1,2,3,2,2,6,2,2,2,5,5,3,2,5,7,1,6,9,3,8,4,3,6,6,3,3,6,6,5,8,4,3,6,1,5,7,2,in_control,control,,1,,,,,2,1,1175
