StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,Q_BallotBoxStuffing,t_intro _First Click,t_intro _Last Click,t_intro _Page Submit,t_intro _Click Count,meta_Browser,meta_Version,meta_Operating System,meta_Resolution,t_CTXTintro_First Click,t_CTXTintro_Last Click,t_CTXTintro_Page Submit,t_CTXTintro_Click Count,Intro,t_Printer_TC_First Click,t_Printer_TC_Last Click,t_Printer_TC_Page Submit,t_Printer_TC_Click Count,Bin.Printer_TC,t_Cell_Comp_First Click,t_Cell_Comp_Last Click,t_Cell_Comp_Page Submit,t_Cell_Comp_Click Count,Comp_Cell,t_TV_Attr_First Click,t_TV_Attr_Last Click,t_TV_Attr_Page Submit,t_TV_Attr_Click Count,Attr_TV,t_TV_Comp_First Click,t_TV_Comp_Last Click,t_TV_Comp_Page Submit,t_TV_Comp_Click Count,Comp_TV,t_Cell_Attr_First Click,t_Cell_Attr_Last Click,t_Cell_Attr_Page Submit,t_Cell_Attr_Click Count,Attr_Cell,t_TV_TC_First Click,t_TV_TC_Last Click,t_TV_TC_Page Submit,t_TV_TC_Click Count,Bin.TV_TC,t_Printer_Attr_First Click,t_Printer_Attr_Last Click,t_Printer_Attr_Page Submit,t_Printer_Attr_Click Count,Attr_Printer,t_Printer_Comp_First Click,t_Printer_Comp_Last Click,t_Printer_Comp_Page Submit,t_Printer_Comp_Click Count,Comp_Printer,t_Cell_TC_First Click,t_Cell_TC_Last Click,t_Cell_TC_Page Submit,t_Cell_TC_Click Count,Bin.Cell_TC,FL_213_DO_FL_215,FL_213_DO_FL_241,FL_213_DO_FL_255,FL_213_DO_FL_292,FL_213_DO_FL_274,FL_213_DO_FL_304,FL_224_DO_Bin.Printet_TC,FL_224_DO_Comp.Cell,FL_224_DO_Attr.TV,FL_244_DO_Bin.Printet_TC,FL_244_DO_Comp.TV,FL_244_DO_Attr.Cell,FL_258_DO_Bin.TV_TC,FL_258_DO_Comp.Cell,FL_258_DO_Attr.Printer,FL_295_DO_Bin.TV_TC,FL_295_DO_Attr.Cell,FL_295_DO_Comp.Printer,FL_277_DO_Bin.Cell_TC,FL_277_DO_Attr.Printer,FL_277_DO_Comp.TV,FL_307_DO_Bin.Cell_TC,FL_307_DO_Attr.TV,FL_307_DO_Comp.Printer,TWIN_ID
5/30/2025 10:36,5/30/2025 10:38,100,164,1,5/30/2025 10:38,1,,0,0,,,0,0,8.518,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,32.507,32.507,34.773,1,1,,,,,,,,,,,,,,,,19.053,19.053,24.911,1,2,,,,,,,,,,,62.282,62.282,63.807,1,2,,,,,,23.682,23.682,25.245,1,1,,,,,1,,,,,,,,,,,,,,1,2,3,,,,818
5/30/2025 9:08,5/30/2025 9:13,100,276,1,5/30/2025 9:13,1,,0,0,,,0,0,26.208,0,Chrome,137.0.0.0,Windows NT 10.0,1366x768,48.332,48.332,57.215,1,2,39.885,39.885,45.916,1,1,55.277,55.277,57.987,1,2,58.122,58.122,61.84,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,2,3,,,,,,,,,,,,,,,,823
5/30/2025 10:26,5/30/2025 10:31,100,253,1,5/30/2025 10:31,0.8999999761581421,,0,0,,,31.351,33.166,34.312,4,Chrome,136.0.0.0,Linux x86_64,412x915,3.451,18.99,19.465,14,2,2.018,19.715,20.1,7,1,4.808,29.842,30.761,11,2,71.22,137.405,138.361,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,2,1,,,,,,,,,,,,,,,,827
5/30/2025 12:26,5/30/2025 12:30,100,220,1,5/30/2025 12:30,0.800000012,,0,0,,,0,0,14.986,0,Chrome,136.0.0.0,Windows NT 10.0,1085x610,46.628,46.628,52.78,1,2,44.79,44.79,48.546,1,1,44.455,44.455,46.41,1,3,23.655,23.655,25.76,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,1,3,,,,,,,,,,,,,,,,836
5/30/2025 9:55,5/30/2025 10:03,100,509,1,5/30/2025 10:03,1,,0,0,,,0,0,117.503,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,92.477,92.477,94.292,1,2,,,,,,,,,,,,,,,,118.5,118.5,119.708,1,3,,,,,,,,,,,71.723,71.723,73.386,1,2,,,,,,83.916,83.916,86.033,1,1,,,,,1,,,,,,,,,,,,,,2,1,3,,,,837
5/30/2025 11:48,5/30/2025 11:51,100,204,1,5/30/2025 11:51,1,,0,20,,,0,0,22.184,0,Chrome,136.0.0.0,Windows NT 10.0,2048x1152,49.67,49.67,50.798,1,2,44.443,44.443,45.714,1,1,38.675,38.675,39.601,1,3,21.601,21.601,24.326,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,2,1,,,,,,,,,,,,,,,,849
5/30/2025 9:31,5/30/2025 9:34,100,196,1,5/30/2025 9:34,1,,0,0,,,28.636,32.412,33.162,2,Chrome,137.0.0.0,Windows NT 10.0,1680x1050,4.743,38.91,43.147,3,1,7.654,29.974,31.826,3,1,,,,,,,,,,,9.285,34.197,35.457,5,2,7.163,36.379,39.423,3,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,2,3,,,,,,,,,,,,,851
5/30/2025 11:25,5/30/2025 11:28,100,153,1,5/30/2025 11:28,1,,0,0,,,0,0,4.853,0,Chrome,136.0.0.0,Windows NT 10.0,2560x1440,0.94,133.2,134.73,6,3,0.489,0.489,1.779,1,1,,,,,,,,,,,0.881,2.991,3.695,3,2,0.491,1.731,3.02,2,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,3,,,,,,,,,,,,,852
5/30/2025 9:08,5/30/2025 9:11,100,178,1,5/30/2025 9:11,1,,0,0,,,0,0,14.446,0,Chrome,137.0.0.0,Windows NT 10.0,1280x720,34.431,34.431,36.615,1,2,25.837,25.837,27.836,1,1,,,,,,,,,,,36.518,36.518,38.541,1,3,37.103,37.103,38.641,1,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,3,2,,,,,,,,,,,,,855
5/30/2025 9:26,5/30/2025 9:28,100,104,1,5/30/2025 9:28,1,,0,0,,,5.649,5.649,6.185,1,Chrome,136.0.0.0,Macintosh,1512x982,36.39,36.39,37.2,1,1,,,,,,,,,,,,,,,,16.714,16.714,17.941,1,2,,,,,,,,,,,13.385,13.385,14.454,1,2,,,,,,14.641,14.641,17.855,1,2,,,,,1,,,,,,,,,,,,,,3,2,1,,,,862
5/30/2025 9:57,5/30/2025 10:02,100,298,1,5/30/2025 10:02,1,,0,0,,,0,0,9.037,0,Chrome,137.0.0.0,Windows NT 10.0,1536x864,47.353,47.353,53.21,1,1,41.101,41.101,43.872,1,2,,,,,,,,,,,65.171,85.561,86.98,2,3,70.394,70.394,74.066,1,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,3,,,,,,,,,,,,,863
5/30/2025 12:38,5/30/2025 12:40,100,137,1,5/30/2025 12:40,1,,0,0,,,8.844,8.844,9.894,1,Chrome,136.0.0.0,Windows NT 10.0,1600x900,19.907,37.8,39.986,2,1,,,,,,,,,,,,,,,,,,,,,16.279,37.632,38.794,2,3,5.801,12.483,13.399,2,2,,,,,,12.918,20.613,23.813,2,2,,,,,,,,,1,,,,,,,,,,,,3,2,1,,,,,,,865
5/30/2025 9:54,5/30/2025 10:01,100,422,1,5/30/2025 10:01,1,,0,0,,,0,0,20.506,0,Chrome,126.0.0.0,CrOS x86_64 14541.0.0,1050x590,126.299,126.299,129.051,1,1,93.363,93.363,95.887,1,1,71.897,71.897,76.735,1,2,74.76,74.76,77.082,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,2,3,,,,,,,,,,,,,,,,876
5/30/2025 11:31,5/30/2025 11:33,100,136,1,5/30/2025 11:33,1,,0,0,,,0,0,21.574,0,Chrome,136.0.0.0,Macintosh,1440x900,37.129,37.129,38.516,1,1,19.014,20.031,20.4,2,1,,,,,,,,,,,21.999,21.999,22.802,1,3,24.048,24.048,24.867,1,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,2,1,,,,,,,,,,,,,877
5/30/2025 9:09,5/30/2025 9:13,100,246,1,5/30/2025 9:13,1,,0,0,,,0,0,21.241,0,Chrome,136.0.0.0,Windows NT 10.0,1397x786,52.701,52.701,56.176,1,2,40.278,40.278,42.825,1,1,60.863,60.863,62.802,1,1,36.576,36.576,40.931,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,1,3,,,,,,,,,,,,,,,,879
5/30/2025 9:59,5/30/2025 10:01,100,130,1,5/30/2025 10:01,1,,0,0,,,0,0,11.757,0,Chrome,136.0.0.0,Macintosh,1496x967,32.335,32.335,34.045,1,2,,,,,,,,,,,,,,,,,,,,,34.558,34.558,37.149,1,3,12.485,12.485,13.639,1,1,,,,,,20.683,20.683,23.227,1,2,,,,,,,,,1,,,,,,,,,,,,2,3,1,,,,,,,880
5/30/2025 12:48,5/30/2025 12:52,100,195,1,5/30/2025 12:52,1,,0,0,,,0,0,23.622,0,Chrome,136.0.0.0,CrOS x86_64 14541.0.0,1536x864,28.875,28.875,34.071,1,2,,,,,,,,,,,,,,,,31.614,31.614,35.361,1,2,,,,,,,,,,,53.601,54.907,56.387,2,2,,,,,,27.107,27.107,31.547,1,2,,,,,1,,,,,,,,,,,,,,1,2,3,,,,884
5/30/2025 11:11,5/30/2025 11:13,100,145,1,5/30/2025 11:13,1,,0,0,,,0,0,7.446,0,Chrome,136.0.0.0,Macintosh,2560x1440,31.673,31.673,33.559,1,2,,,,,,,,,,,24.548,24.548,25.701,1,3,,,,,,,,,,,,,,,,,,,,,35.258,35.258,37.144,1,3,26.701,26.701,27.701,1,1,,,,,,1,,,,,,,,,,,,,,,,1,3,2,886
5/30/2025 9:17,5/30/2025 9:20,100,151,1,5/30/2025 9:20,0.8999999761581421,,0,85,,,0,0,7.889,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,43.6,43.6,45.296,1,2,,,,,,,,,,,,,,,,42.08,42.08,43.255,1,2,,,,,,,,,,,18.145,18.145,30.458,1,3,,,,,,15.667,15.667,16.684,1,2,,,,,1,,,,,,,,,,,,,,3,2,1,,,,890
5/30/2025 10:20,5/30/2025 10:23,100,192,1,5/30/2025 10:23,1,,0,0,,,0,0,11.174,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,44.829,44.829,45.695,1,2,,,,,,,,,,,,,,,,23.013,23.013,24.592,1,2,,,,,,,,,,,24.454,24.454,25.929,1,2,,,,,,66.586,66.586,67.902,1,2,,,,,1,,,,,,,,,,,,,,3,2,1,,,,893
5/30/2025 9:12,5/30/2025 9:14,100,130,1,5/30/2025 9:14,0.8999999761581421,,0,0,,,6.529,9.31,10.018,5,Chrome,137.0.0.0,Windows NT 10.0,1325x828,3.766,17.56,18.346,3,2,,,,,,13.633,39.162,41.25,4,2,,,,,,,,,,,,,,,,31.498,35.097,36.257,4,1,2.532,11.58,12.4,3,3,,,,,,,,,,,,,1,,,,,,,,,,1,3,2,,,,,,,,,,897
5/30/2025 9:12,5/30/2025 9:17,100,317,1,5/30/2025 9:17,1,,0,0,,,11.795,11.795,14.583,1,Chrome,136.0.0.0,Windows NT 10.0,1536x864,18.539,66.267,68.375,2,2,,,,,,,,,,,24.351,50.854,52.258,4,3,,,,,,,,,,,,,,,,,,,,,11.753,13.241,15.285,2,3,22.024,135.377,136.783,4,2,,,,,,1,,,,,,,,,,,,,,,,1,2,3,900
5/30/2025 10:42,5/30/2025 10:48,100,322,1,5/30/2025 10:48,1,,0,0,,,0,0,125.591,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,63.579,63.579,76.551,1,1,,,,,,,,,,,17.333,17.333,24.988,1,2,,,,,,,,,,,,,,,,,,,,,20.303,20.303,24.919,1,2,34.315,34.315,39.982,1,2,,,,,,1,,,,,,,,,,,,,,,,1,3,2,907
5/30/2025 9:30,5/30/2025 9:33,100,211,1,5/30/2025 9:34,0.8999999761581421,,0,0,,,0,0,16.52,0,Chrome,136.0.0.0,Windows NT 10.0,1536x960,43.667,43.667,45.031,1,1,,,,,,,,,,,,,,,,47.428,47.428,48.673,1,2,,,,,,,,,,,29.397,29.397,30.807,1,2,,,,,,54.439,54.439,55.5,1,1,,,,,1,,,,,,,,,,,,,,3,1,2,,,,909
5/30/2025 9:19,5/30/2025 9:21,100,117,1,5/30/2025 9:21,1,,0,0,,,0,0,6.726,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,54.082,54.748,55.168,2,2,,,,,,,,,,,,,,,,,,,,,8.437,8.437,9.031,1,3,10.441,10.441,11.551,1,2,,,,,,21.371,21.371,22.148,1,2,,,,,,,,,1,,,,,,,,,,,,1,3,2,,,,,,,927
5/30/2025 11:52,5/30/2025 12:04,100,730,1,5/30/2025 12:04,1,,0,0,,,16.749,40.783,426.892,23,Chrome,103.0.0.0,CrOS x86_64 14816.131.0,1092x614,12.07,100.557,104.904,11,1,,,,,,,,,,,,,,,,,,,,,2.4,63.286,64.701,12,2,4.687,39.36,54.101,14,1,,,,,,14.792,56.891,62.687,11,3,,,,,,,,,1,,,,,,,,,,,,2,3,1,,,,,,,931
5/30/2025 12:39,5/30/2025 12:43,100,213,1,5/30/2025 12:43,0.8999999761581421,,0,0,,,8.051,22.345,23.849,3,Safari,17.6,Macintosh,1440x900,28.859,91.996,94.153,3,1,,,,,,,,,,,,,,,,9.616,20.503,22.366,2,2,,,,,,,,,,,20.507,26.622,27.782,3,2,,,,,,3.851,20.511,23.494,2,1,,,,,1,,,,,,,,,,,,,,3,2,1,,,,932
5/30/2025 12:31,5/30/2025 12:34,100,137,1,5/30/2025 12:34,1,,0,0,,,7.211,8.602,9.981,4,Chrome,136.0.0.0,Windows NT 10.0,1366x768,9.187,29.474,30.338,16,1,,,,,,,,,,,,,,,,,,,,,1.421,28.992,29.867,8,2,7.949,19.091,19.544,8,2,,,,,,16.805,24.167,24.952,3,2,,,,,,,,,1,,,,,,,,,,,,2,1,3,,,,,,,934
5/30/2025 11:07,5/30/2025 11:16,100,543,1,5/30/2025 11:16,0.8999999761581421,,0,0,,,20.436,20.436,27.467,1,Safari,18.3.1,Macintosh,375x667,28.3,162.041,163.295,14,2,2.171,92.291,93.491,16,2,1.189,88.528,89.666,24,2,27.079,75.616,78.754,17,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,1,3,,,,,,,,,,,,,,,,936
5/30/2025 9:18,5/30/2025 9:20,100,126,1,5/30/2025 9:20,1,,0,0,,,0,0,13.646,0,Chrome,109.0.0.0,Windows NT 10.0,1366x768,18.86,18.86,20.687,1,2,,,,,,27.553,29.131,30.376,2,2,,,,,,,,,,,,,,,,20.831,20.831,22.187,1,2,23.325,23.325,26.101,1,2,,,,,,,,,,,,,1,,,,,,,,,,1,3,2,,,,,,,,,,940
5/30/2025 9:10,5/30/2025 9:12,100,140,1,5/30/2025 9:12,1,,0,0,,,0,0,7.789,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,34.244,34.244,35.671,1,2,16.4,16.4,17.452,1,2,,,,,,,,,,,18.837,18.837,19.976,1,3,20.067,20.067,20.886,1,3,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,1,2,,,,,,,,,,,,,945
5/30/2025 9:18,5/30/2025 9:21,100,175,1,5/30/2025 9:21,1,,0,0,,,0,0,49.092,0,Chrome,122.0.0.0,Windows NT 10.0,1920x1080,28.472,28.472,29.347,1,2,,,,,,,,,,,,,,,,16.665,16.665,19.023,1,2,,,,,,,,,,,24.029,24.029,32.293,1,2,,,,,,32.902,32.902,33.744,1,2,,,,,1,,,,,,,,,,,,,,1,2,3,,,,960
5/30/2025 10:36,5/30/2025 10:40,100,204,1,5/30/2025 10:40,1,,0,0,,,0,0,16.968,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,49.196,49.196,51.213,1,1,37.759,37.759,40.368,1,1,,,,,,,,,,,29.128,29.128,34.471,1,2,43,43,44.596,1,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,2,3,,,,,,,,,,,,,963
5/30/2025 11:44,5/30/2025 11:47,100,172,1,5/30/2025 11:47,1,,0,0,,,0,0,6.29,0,Edge,137.0.0.0,Windows NT 10.0,1280x800,36.769,42.313,43.788,2,1,,,,,,15.533,15.533,18.753,1,2,,,,,,,,,,,,,,,,35.769,35.769,41.193,1,2,31.802,47.283,48.696,3,1,,,,,,,,,,,,,1,,,,,,,,,,2,3,1,,,,,,,,,,966
5/30/2025 10:48,5/30/2025 10:56,100,463,1,5/30/2025 10:56,1,,0,0,,,0,0,131.737,0,Edge,136.0.0.0,Windows NT 10.0,1920x1080,75.248,75.248,91.605,1,2,,,,,,,,,,,50.598,50.598,53.097,1,3,,,,,,,,,,,,,,,,,,,,,121.028,121.028,122.019,1,2,43.722,43.722,45.356,1,2,,,,,,1,,,,,,,,,,,,,,,,2,1,3,979
5/30/2025 13:01,5/30/2025 13:09,100,488,1,5/30/2025 13:09,1,,0,0,,,273.289,274.972,276.197,3,Chrome,136.0.0.0,Windows NT 10.0,1280x800,150.493,153.105,155.906,5,2,,,,,,,,,,,,,,,,2.054,5.036,5.801,3,3,,,,,,,,,,,8.747,8.747,10.562,1,3,,,,,,7.436,7.436,8.714,1,2,,,,,1,,,,,,,,,,,,,,2,3,1,,,,983
5/30/2025 11:45,5/30/2025 11:47,100,153,1,5/30/2025 11:47,1,,0,0,,,0,0,5.721,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,40.054,40.054,41.581,1,2,,,,,,,,,,,,,,,,27.789,28.349,32.2,2,2,,,,,,,,,,,26.967,26.967,28.053,1,3,,,,,,28.016,28.016,32.766,1,2,,,,,1,,,,,,,,,,,,,,2,3,1,,,,984
5/30/2025 9:10,5/30/2025 9:16,100,401,1,5/30/2025 9:16,0.8999999761581421,,0,0,,,0,0,275.225,0,Firefox,138,Windows NT 10.0,1312x820,19.166,19.166,20.006,1,2,12.023,12.023,13.541,1,1,35.871,35.871,38.079,1,3,9.161,9.161,10.212,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,1,2,,,,,,,,,,,,,,,,985
5/30/2025 9:58,5/30/2025 10:00,100,72,1,5/30/2025 10:00,1,,0,0,,,10.94,10.94,11.409,1,Chrome,136.0.0.0,Windows NT 10.0,1536x864,15.51,15.51,17.595,1,1,5.675,5.675,6.628,1,2,8.534,8.534,9.273,1,2,12.946,12.946,14.9,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,2,1,,,,,,,,,,,,,,,,998
5/30/2025 12:12,5/30/2025 12:13,100,105,1,5/30/2025 12:13,0.800000012,,0,0,,,0,0,8.301,0,Chrome,137.0.0.0,Windows NT 10.0,1707x960,21.883,21.883,23.234,1,1,,,,,,16.655,16.655,17.627,1,2,,,,,,,,,,,,,,,,27.617,27.617,29.296,1,1,13.749,13.749,14.74,1,2,,,,,,,,,,,,,1,,,,,,,,,,2,3,1,,,,,,,,,,1002
5/30/2025 11:14,5/30/2025 11:18,100,242,1,5/30/2025 11:18,0.8999999761581421,,0,0,,,30.179,30.179,31.851,1,Chrome,136.0.0.0,Windows NT 10.0,1536x864,6.227,41.142,45.801,3,3,,,,,,22.481,33.634,39.148,2,1,,,,,,,,,,,,,,,,36.073,39.83,41.855,2,1,40.733,52.651,59.852,3,2,,,,,,,,,,,,,1,,,,,,,,,,1,3,2,,,,,,,,,,1010
5/30/2025 11:10,5/30/2025 11:13,100,193,1,5/30/2025 11:13,0.8999999761581421,,0,0,,,0,0,11.053,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,60.692,60.692,62.16,1,1,17.536,17.536,19.143,1,1,60.852,60.852,62.704,1,2,21.428,21.428,25.986,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,1,3,,,,,,,,,,,,,,,,1017
5/30/2025 12:10,5/30/2025 12:11,100,50,1,5/30/2025 12:11,1,,0,0,,,0,0,4.6,0,Chrome,136.0.0.0,Macintosh,1440x900,9.978,9.978,12.362,1,1,,,,,,,,,,,,,,,,8.042,8.042,8.815,1,2,,,,,,,,,,,6.66,6.66,8.568,1,2,,,,,,7.241,7.241,8.814,1,1,,,,,1,,,,,,,,,,,,,,2,3,1,,,,1021
5/30/2025 11:27,5/30/2025 11:29,100,122,1,5/30/2025 11:30,1,,0,0,,,0,0,4.587,0,Chrome,136.0.0.0,Windows NT 10.0,2560x1440,24.365,24.365,25.06,1,2,,,,,,23.338,23.338,24.878,1,3,,,,,,,,,,,,,,,,19.34,19.34,20.294,1,2,37.199,38.371,39.358,2,3,,,,,,,,,,,,,1,,,,,,,,,,2,3,1,,,,,,,,,,1030
5/30/2025 12:33,5/30/2025 12:35,100,105,1,5/30/2025 12:35,1,,0,0,,,0,0,11.122,0,Firefox,138,Windows NT 10.0,1920x1080,29.368,29.368,30.771,1,2,8.504,8.504,10.216,1,1,15.531,15.531,16.822,1,2,25.178,25.178,25.855,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,2,1,,,,,,,,,,,,,,,,1031
5/30/2025 12:14,5/30/2025 12:15,100,103,1,5/30/2025 12:15,1,,0,0,,,0,0,8.622,0,Chrome,136.0.0.0,Windows NT 10.0,1242x699,11.874,12.801,13.524,2,2,12.429,12.429,13.585,1,1,18.893,18.893,20.28,1,2,33.216,33.216,36.021,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,2,1,3,,,,,,,,,,,,,,,,1040
5/30/2025 9:08,5/30/2025 9:13,100,263,1,5/30/2025 9:13,1,,0,0,,,7.15,7.15,8.91,1,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,3,83.55,85.435,2,1,,,,,,,,,,,,,,,,,,,,,3.517,43.975,48.139,2,3,3.335,34.132,37.416,2,1,,,,,,4.609,44.431,46.772,2,1,,,,,,,,,1,,,,,,,,,,,,3,2,1,,,,,,,1043
5/30/2025 11:41,5/30/2025 11:42,100,80,1,5/30/2025 11:42,0.8999999761581421,,0,0,,,0,0,12.035,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,13.565,13.565,24.692,1,2,,,,,,7.014,7.014,8.982,1,3,,,,,,,,,,,,,,,,8.471,8.471,13.441,1,2,5.253,5.253,8.804,1,3,,,,,,,,,,,,,1,,,,,,,,,,1,2,3,,,,,,,,,,1047
5/30/2025 12:13,5/30/2025 12:14,100,78,1,5/30/2025 12:14,1,,0,0,,,0,0,9.763,0,Edge,136.0.0.0,Windows NT 10.0,1920x1080,19.74,19.74,22.296,1,1,10.261,10.261,11.742,1,1,,,,,,,,,,,8.986,8.986,9.992,1,2,12.414,12.414,18.527,1,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,3,2,,,,,,,,,,,,,1055
5/30/2025 11:03,5/30/2025 11:07,100,267,1,5/30/2025 11:07,1,,0,0,,,0,0,11.682,0,Chrome,136.0.0.0,Macintosh,1680x1050,88.998,88.998,93.372,1,2,,,,,,40.362,40.362,41.716,1,3,,,,,,,,,,,,,,,,56.074,56.074,57.031,1,2,47.753,47.753,51.377,1,3,,,,,,,,,,,,,1,,,,,,,,,,1,3,2,,,,,,,,,,1068
5/30/2025 10:09,5/30/2025 10:13,100,269,1,5/30/2025 10:13,1,,0,0,,,0,0,22.287,0,Chrome,136.0.0.0,CrOS x86_64 14541.0.0,1366x768,2.829,87.811,99.083,3,2,,,,,,1.565,54.306,63.053,3,2,,,,,,,,,,,,,,,,1.517,30.621,33.101,2,1,1.649,24.694,39.42,2,3,,,,,,,,,,,,,1,,,,,,,,,,2,3,1,,,,,,,,,,1090
5/30/2025 11:15,5/30/2025 11:18,100,214,1,5/30/2025 11:18,1,,0,0,,,3.189,3.189,39.795,1,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,50.712,50.712,52.312,1,2,,,,,,,,,,,,,,,,,,,,,49.238,49.238,50.546,1,2,17.04,17.04,18.59,1,1,,,,,,33.148,33.148,34.736,1,2,,,,,,,,,1,,,,,,,,,,,,1,2,3,,,,,,,1094
5/30/2025 10:57,5/30/2025 11:00,100,182,1,5/30/2025 11:00,1,,0,0,,,14.492,14.492,21.571,1,Chrome,136.0.0.0,Windows NT 10.0,1504x1003,36.756,36.756,46.626,1,1,,,,,,,,,,,19.4,19.4,27.089,1,2,,,,,,,,,,,,,,,,,,,,,27.413,27.413,29.621,1,2,40.074,40.074,41.733,1,2,,,,,,1,,,,,,,,,,,,,,,,1,3,2,1103
5/30/2025 10:44,5/30/2025 10:51,100,392,1,5/30/2025 10:51,1,,0,0,,,0,0,33.571,0,Chrome,136.0.0.0,Windows NT 10.0,1536x864,59.987,59.987,83.265,1,2,97.743,97.743,99.763,1,1,0.98,107.725,111.229,2,2,37.733,37.733,44.303,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,1,2,,,,,,,,,,,,,,,,1108
5/30/2025 10:44,5/30/2025 10:46,100,101,1,5/30/2025 10:46,0.8999999761581421,,0,0,,,0,0,6.061,0,Edge,136.0.0.0,Windows NT 10.0,1920x1080,32.623,32.623,33.71,1,2,12.928,12.928,13.929,1,1,22.005,22.005,23.302,1,3,16.539,16.539,18.467,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,3,1,2,,,,,,,,,,,,,,,,1109
5/30/2025 9:18,5/30/2025 9:22,100,208,1,5/30/2025 9:22,0.8999999761581421,,0,0,,,0,0,8.305,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,48.288,48.288,53.339,1,2,,,,,,,,,,,,,,,,48.211,48.211,49.63,1,2,,,,,,,,,,,34.802,34.802,39.502,1,2,,,,,,37.609,37.609,40.828,1,1,,,,,1,,,,,,,,,,,,,,1,2,3,,,,1112
5/30/2025 9:57,5/30/2025 10:00,100,207,1,5/30/2025 10:00,1,,0,0,,,12.102,39.934,41.888,11,Chrome,136.0.0.0,Linux x86_64,780x360,9.557,37.545,38,19,2,,,,,,,,,,,,,,,,,,,,,8.445,44.422,44.601,9,2,5.341,25.37,25.6,15,2,,,,,,7.369,32.2,32.6,9,3,,,,,,,,,1,,,,,,,,,,,,3,1,2,,,,,,,1115
5/30/2025 10:31,5/30/2025 10:33,100,139,1,5/30/2025 10:33,1,,0,0,,,10.013,14.028,15.961,6,Chrome,136.0.0.0,Linux x86_64,800x1280,13.786,35.569,36.972,5,1,16.56,16.56,18.3,1,1,,,,,,,,,,,21.344,26.973,29.901,3,2,6.962,20.272,21.256,2,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,1,2,,,,,,,,,,,,,1119
5/30/2025 11:58,5/30/2025 12:04,100,355,1,5/30/2025 12:04,1,,0,0,,,0,0,6.802,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,26.73,26.73,32.549,1,2,,,,,,,,,,,124.671,124.671,126.099,1,2,,,,,,,,,,,,,,,,,,,,,13.644,22.025,23.246,2,3,4.611,121.371,126.767,2,2,,,,,,1,,,,,,,,,,,,,,,,1,2,3,1122
5/30/2025 11:46,5/30/2025 11:47,100,80,1,5/30/2025 11:47,1,,0,0,,,0,0,5.425,0,Chrome,136.0.0.0,Windows NT 10.0,1920x1080,24.282,25.217,26.077,2,1,8.656,9.312,10.266,2,2,,,,,,,,,,,6.753,6.753,7.795,1,2,21.729,21.729,22.539,1,2,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,2,1,3,,,,,,,,,,,,,1130
