StartDate,EndDate,Progress,Duration (in seconds),Finished,RecordedDate,CONSENT,prod_choice,prod_choice_DO_1,prod_choice_DO_2,prod_choice_DO_3,prod_choice_DO_4,prod_choice_DO_5,prod_choice_DO_6,t_scen2_First Click,t_scen2_Last Click,t_scen2_Page Submit,t_scen2_Click Count,NFT + NonExcl,noNFT + NonExcl,t_write_First Click,t_write_Last Click,t_write_Page Submit,t_write_Click Count,DV1_1,DV1_2,DV1_3,DV1_DO_1,DV1_DO_2,DV1_DO_3,WTP,Open,fami_NFT,effort,own,test,item,FL_9_DO_FL_10,FL_9_DO_FL_11,FL_86_DO_DV(s),FL_86_DO_WTP,TWIN_ID,
6/12/2025 11:35,6/12/2025 11:40,100,317,1,6/12/2025 11:40,4,4,6,1,4,2,5,3,0,0,19.438,0,"I'd feel strange because I don't like high necklines. They make me feel constrained. However, all three men's sweaters had high necklines. So how would I feel seeing many other people wearing the same sweater? I'd feel a bit bummed as obviously I bought the luxury sweater as a sign of how unique I am. And yet, with so many others wearing the same sweater, it appears I'm not unique at all. I would have lots of thoughts, like returning the sweater after the night is through. I like how I look in dark blue, but I don't want to look like everyone else.",,1.153,121.025,121.436,6,7,4,4,2,1,3,150,"Well, it definitely is luxurious. It looks nice on me. It feels wonderful! I love the feeling of the material. It's a luxury item, so clearly it was more expensive than if I had paid for a similar sweater that wasn't considered a luxury item. As for prestige, well, when I bought it I thought it was prestigious. However, seeing many people wearing the same sweater makes me realize it's not as prestigious as I initially thought it was. These were all my thoughts.",1,2,0,1,1,,1,2,1,984,
6/12/2025 11:37,6/12/2025 11:40,100,188,1,6/12/2025 11:40,4,4,4,5,3,6,2,1,0,0,11.664,0,,I would feel a little self conscious,11.118,11.118,30.76,1,4,3,2,2,3,1,20,I'm thinking how much I was displeased with the sweater options.  I didn't like any of them.,2,2,0,1,0,1,,1,2,985,
6/12/2025 10:41,6/12/2025 10:44,100,197,1,6/12/2025 10:44,4,5,1,2,4,6,3,5,0,0,11.023,0,"I would look like everyone else because so many people are wearing the same thing, except I would feel worse because I have poor body image. I would not feel confident because I wouldn't stand out in a good way if everyone else is wearing the same thing and looking better. I personally wasn't a fan of any of the choices of sweater offered, so that would also make me feel ugly because I think the sweater probably is. ",,0.964,0.964,71.007,1,1,1,1,3,1,2,60,I didn't think about how luxurious/high status/prestigious or expensive the sweater was because everyone was wearing it and the description of the style did not appeal to me (none of them did). I was thinking about how others probably looked better.,1,6,0,1,1,,1,1,2,990,
6/12/2025 13:05,6/12/2025 13:10,100,340,1,6/12/2025 13:10,4,4,6,4,2,5,3,1,0,0,11.613,0,,I am out with my partner having a nice dinner. Noticing others with the same sweater is no big deal as we aren't really mingling with others. This is a one on one sort of night out. ,17.774,17.774,138.372,1,5,4,4,1,3,2,100,The sweater's value is based on materials and name brand. I wouldn't generally spend more than $100 on a sweater. I'm not in to super expensive fashion.,3,4,0,1,0,1,,1,2,995,
6/12/2025 13:46,6/12/2025 13:48,100,114,1,6/12/2025 13:48,4,6,3,6,2,5,1,4,0,0,11.026,0,"I would feel like a dweeb for wearin the same clothing as multiple other people, which means I am not unique",,10.188,10.188,35.344,1,7,4,4,1,3,2,250,I was thinkin about the quality of the materials it was made with,3,1,1,1,1,,1,1,2,1000,
6/12/2025 13:30,6/12/2025 13:33,100,198,1,6/12/2025 13:33,4,4,4,1,3,6,2,5,0,0,22.797,0,"Like I had been mislead, ripped off, and I would never buy from this company again.",,6.667,21.736,50.456,2,5,4,4,1,2,3,125,The fact that there was a room full of other people wearing the same sweater.,4,2,0,1,1,,1,2,1,1002,
6/12/2025 13:31,6/12/2025 13:33,100,154,1,6/12/2025 13:33,4,4,5,3,1,2,4,6,13.793,13.793,15.633,1,,"I would like the way I looked, but I would also feel a bit embarrassed after seeing other people with the same sweater on.",11.658,53.278,56.798,3,7,6,6,2,1,3,150,I was thining about the quality and the look,2,1,1,1,0,1,,2,1,1007,
6/12/2025 10:47,6/12/2025 10:54,100,420,1,6/12/2025 10:54,4,4,1,3,5,6,2,4,22.173,28.013,57.352,4,"On one hand, I would feel that my fashion choice was validated since so many other people chose to purchase the same sweater. I would think that I probably look pretty sharp, which would be a source of confidence. But on the other hand, when I was nearby others wearing the same sweater, I might feel self-conscious and insecure, wondering about I look in the sweater compared to others.",,2.997,110.941,143.306,3,6,6,6,1,3,2,80,"Well, it's described as a luxury sweater, and the description of it indeed sounds pretty high end. However, I also had to take into account that in the scenario the sweater was being worn by many other people, so this made me think it wasn't as luxurious, high status, or prestigious as certain other clothing brands would be.",1,2,0,1,1,,1,2,1,1009,
6/12/2025 12:46,6/12/2025 12:53,100,425,1,6/12/2025 12:53,4,3,5,3,1,2,6,4,0,0,37.565,0,I would like nice. I wouldn't mind that others are wearing it. But I would have opted out of the digital ID from the beginning as I value my privacy.,,45.412,140.821,149.126,3,4,4,4,1,3,2,100,"Luxury, high status, prestigious are not important to me. I figured it was expensive because of the wholedigital ID thing.",2,1,0,1,1,,1,1,2,1010,
6/12/2025 13:30,6/12/2025 13:34,100,204,1,6/12/2025 13:34,4,4,6,1,5,2,4,3,3.787,3.787,11.13,1,,"I would have felt good when first going out, but then I would feel a bit awkward and maybe embarrassed that so many others had on the same sweater. I'd probably want to go home earlier due to it.",5.418,5.418,33.633,1,7,6,5,3,2,1,1500,I kind of ball parked the price based on what I know. It could be higher definitely though. I thought it ranked pretty high on all three of the above based on it being a luxury item.,2,2,1,1,0,1,,2,1,1012,
6/12/2025 11:22,6/12/2025 11:27,100,248,1,6/12/2025 11:27,4,3,1,2,4,6,3,5,12.096,12.096,18.074,1,"I would feel confident in the sweater, though I would be a little disappointed to find that many others have the same sweater. I would feel confident knowing that my proof of ownership and the journey of the sweater are transparent.",,1.507,76.513,76.844,2,6,5,5,2,1,3,500,"I considered that it was registered with an ID and that it is completely transparent in where it comes from, which I think could add value to it from the company's perspective, making them able to charge more. Not knowing the brand it comes from and their average prices, I estimated the number considering the style/quality/unique features of the sweater.",1,2,1,1,1,,1,1,2,1016,
6/12/2025 14:14,6/12/2025 14:16,100,100,1,6/12/2025 14:16,4,1,4,5,2,6,1,3,0,0,11.172,0,,uncomfortable. i don't like it as the buttons standout. ,1.436,1.436,16.466,1,4,5,5,1,3,2,200,"just thinking about my sensory issues and how i want as plain as posible, solid color, nothing standing out.",2,2,0,1,0,1,,1,2,1021,
6/12/2025 10:15,6/12/2025 10:18,100,187,1,6/12/2025 10:18,4,4,1,2,6,5,3,4,0,0,10.993,0,,I think that I look good. I feel confident in the luxury sweater that I am wearing because I paid a lot for it. I wouldn't care if a lot of people were wearing it because it costs a lot of money and if I paid that much I will wear it with pride no matter who is wearing it.,5.101,63.201,67.66,2,6,6,6,3,1,2,200,I was thinking about the look and how modern and luxury it looks. I was also thinking about all the luxury details which makes it appear luxury. I also thought about the presumed material and how good-quality it is.,5,1,1,1,0,1,,2,1,1023,
6/12/2025 10:28,6/12/2025 10:30,100,135,1,6/12/2025 10:30,4,3,5,2,1,4,6,3,0,0,11.829,0,,I would feel less special in that sweater because so many others were wearing it. I might think about returning it.,7.503,7.503,30.036,1,4,2,3,2,3,1,250,"I was thinking that it doesn't sound luxurious to me but for the purposes of this study, it is.",1,2,0,1,0,1,,1,2,1025,
6/12/2025 11:05,6/12/2025 11:22,100,1057,1,6/12/2025 11:22,4,5,6,1,5,3,2,4,0,0,105.706,0,I decided to dress causal because I'm having a night out with friends the vibe is laid-back. I thought that I would be the only one wearing the sweater and to find out that I'm not disappoints me a lot. ,,73.651,425.6,436.126,2,4,3,3,1,2,3,100,I didn't have a very deep thought process when making my decisions,2,3,0,1,1,,1,2,1,1029,
6/12/2025 12:04,6/12/2025 12:06,100,161,1,6/12/2025 12:06,4,3,1,4,2,6,3,5,0,0,10.867,0,,I think that I would blend in with everyone else who's wearing the sweater. I probably would remove it and not wear it for the rest of the night.,10.389,10.389,64.368,1,1,1,1,2,1,3,30,The description of the sweater. It didn't seem to be anything new or different.,1,4,1,1,0,1,,2,1,1030,
6/12/2025 13:27,6/12/2025 13:40,100,800,1,6/12/2025 13:40,4,1,2,4,6,1,5,3,0,0,31.571,0,"Lets start this simply. I would not have bought the sweater, I value my privacy too much to ever agree to the terms of the Digital Passport. Digital passports are fine when it comes to tracking through the supply chain and materials sourcing, but it enters a black hole when it comes to my purchase, unless of course the company wants to pay me far more than it will get from selling my data to data brokers. That said, I feel surveilled wearing the product. I feel uncomfortable and feel that everything that I do is being tracked, recorded, and profited off of through resale of that data, with none of the profits being realized by me. I would also probably look like I'm constantly adjusting the collar as the high neckline in any top would make me feel like I am being strangled. As to the comparison to all of the other people wearing similar clothing, only a shallow person would be concerned by that, at most I would find it amusing that many made a similar fashion choice.",,25.474,250.092,300.388,5,1,1,1,1,3,2,55,"How incredibly shallow the global culture has become, how corporations are profiting off of artificial trends. How this entire industry is contributing to unsustainable consumption, environmental degradation, and helping to drive global climate change so that a few executives can line their pockets, about the abusive labor practices and sweat shops in third world countries that do nothing but endanger the workers and ensure a cycle of poverty continues, and lastly about what social justice would be served by seeing the profiteers on human misery and environmental destruction tried and imprisoned for crimes against humanity. ",5,4,0,1,1,,1,2,1,1033,
6/12/2025 11:58,6/12/2025 12:05,100,462,1,6/12/2025 12:05,4,1,5,1,6,2,4,3,0,0,52.92,0,I was surprised that so many people have brought the same sweater and I wondered if everyone had passports also,,49.469,166.218,169.925,6,5,5,5,1,2,3,50,It sounds as if it is a luxury brand  and that its is a very high priced item,2,6,1,1,1,,1,2,1,1034,
6/12/2025 10:31,6/12/2025 10:40,100,506,1,6/12/2025 10:40,4,1,1,5,3,2,4,6,0,0,24.561,0,"I would be getting ready and liking how i look in my new black luxury sweater, it's got a high quality feeling as i wear it and it looks great on me.",,127.023,127.023,204.7,1,6,5,5,2,3,1,140,"I was thinking about how much it would cost based on the description and features, it sounds like it's more expensive than the usual sweater is and has a digital id inside the sweater as proof that i own it.",3,2,1,1,1,,1,2,1,1035,
6/12/2025 12:28,6/12/2025 12:30,100,157,1,6/12/2025 12:30,4,6,6,5,1,4,3,2,9.857,9.857,11.36,1,,"I look great wearing my luxury sweater, but it's slightly annoying that others are wearing the exact same sweater as me. Quite vexing. ",8.192,53.712,54.596,3,5,6,4,2,3,1,275,I was thinking about the cut of the sweater and the quality of the materials used to make it.,5,2,1,1,0,1,,2,1,1038,
6/12/2025 10:23,6/12/2025 10:27,100,229,1,6/12/2025 10:27,4,5,4,1,2,3,6,5,0,0,46.786,0,,"I would feel fancy, and that I give myself to feel a little glamourous wearing such a luxurious item.",6.495,6.495,55.649,1,7,6,5,3,1,2,300,This item costs much more than most items I have within my wardrobe.,2,1,1,1,0,1,,1,2,1043,
6/12/2025 11:47,6/12/2025 11:50,100,195,1,6/12/2025 11:50,4,3,4,5,6,1,3,2,0,0,20.346,0,I would not care about the sweater.  The digital ID makes not difference.  It is a gimmick. ,,5.26,5.26,48.82,1,1,1,1,3,2,1,50,The sweater with the digital ID is a gimmick to make people think it is high status and is not really that great. ,1,1,0,1,1,,1,1,2,1047,
6/12/2025 14:44,6/12/2025 14:49,100,278,1,6/12/2025 14:49,4,1,2,1,6,3,4,5,1.429,20.086,21.133,14,"I feel like I would look like a pretentious tool, and I would be very self conscious.  I don’t like to wearing clothes that are formal or a signifier of success or wealth.  It’s very vapid to me. ",,1.367,98.597,99.768,16,7,6,4,2,3,1,500,That I was told the sweater was a luxury sweater so I made an educated guess as far as value goes. ,5,1,1,1,1,,1,1,2,1049,
6/12/2025 14:13,6/12/2025 14:22,100,536,1,6/12/2025 14:22,4,5,3,5,4,6,1,2,0,0,24.862,0,"While I feel that I would probably look nice wearing the sweater, I believe that I would feel a bit deceived by the company to see that so many others were wearing the same sweater in my town. I would very likely leave and go somewhere else, or even just go home. I would very likely be hesitant to wear the sweater again after that.",,17.936,105.157,191.697,4,4,5,3,3,2,1,200,"If I had not seen multiple people with the same sweater in one place on one evening, I would most likely have given the sweater higher ratings. But due to the fact that I am aware that it is not an exclusive or limited item, it does not feel very prestigious at this point.",1,4,0,1,1,,1,2,1,1052,
6/12/2025 10:23,6/12/2025 10:46,100,1398,1,6/12/2025 10:46,4,1,3,6,2,1,4,5,0,0,708.569,0,"I look very nice, attractive, smart and well-dressed. I will also feel good wearing the sweater, knowing and seeing that a lot of people are wearing the same luxury sweater.",,23.66,77.989,82.32,2,7,7,7,1,2,3,200,"I was thinking about the design, appearance and value placed on the sweater, making it expensive and prestigious",4,2,0,1,1,,1,1,2,1056,
6/12/2025 13:22,6/12/2025 13:29,100,376,1,6/12/2025 13:29,4,4,1,6,5,3,2,4,0,0,150.348,0,,"I would feel the same as everyone else and doubt I would stand out in this scenario. I would probably be wearing a piece of jewelry, like a watch or chain to make me stand out at least a little.",21.035,93.451,97.684,4,6,6,6,3,2,1,200,I thought about how much the sweater cost and what brand it could have come from.,5,1,1,1,0,1,,1,2,1060,
6/12/2025 10:16,6/12/2025 10:21,100,284,1,6/12/2025 10:21,4,4,3,1,5,2,4,6,0,0,23.683,0,"I would feel somewhat disappointed and out of place if I had the same style or exact same sweater as many other people. But I would also understand that wearing a nice sweater is probably not uncommon for other people to have the same one. Surely, I am not the only person that had a particular preference for this design or style. It wouldn't make me angry. Or necessarily upset. But I would have considered getting something a bit more uncommon. But at the end of the day I wouldn't really bother me that much. If I could afford a luxury sweater on the night out, I must be doing relatively okay in life and I would still be happy for that.",,11.248,119.501,138.031,5,3,3,3,3,2,1,300,"This sweater I got was Navy blue, it had buttons, front pockets, and the buttons were made of brass. It was considered a luxury sweater but I don't believe the price point was revealed. I would estimate about $300.",4,2,1,1,1,,1,1,2,1061,
